GNHM3F,100,INBOUND,1000567318,100,2021-07-08T00:00:00,56,EA,280,USD
F8K3XF,100,INBOUND,1000567320,100,2021-07-08T00:00:00,56,EA,81536,USD
XV1VVC,100,INBOUND,1000567323,100,2021-06-29T00:00:00,75,EA,58050,USD
Y9JOYM,100,INBOUND,1000567324,100,2021-06-29T00:00:00,75,EA,96750,USD
WUO0O7,100,INBOUND,1000567325,100,2021-06-16T00:00:00,512,EA,163840,USD
X5LUSC,100,INBOUND,1000567326,100,2021-06-29T00:00:00,75,EA,30900,USD
JHQ7CZ,100,INBOUND,1000567332,100,2021-06-16T00:00:00,124,EA,13392,USD
FHAHRV,100,INBOUND,1000567334,100,2021-06-29T00:00:00,75,EA,96525,USD
2I8M66,100,INBOUND,1000567335,100,2021-06-16T00:00:00,512,EA,97280,USD
ZT4OZ6,100,INBOUND,1000567338,100,2021-06-16T00:00:00,512,EA,48640,USD
QN3LWG,100,INBOUND,1000567340,100,2021-07-08T00:00:00,56,EA,25480,USD
69KATE,100,INBOUND,1000567342,100,2021-07-08T00:00:00,56,EA,23072,USD
HKC3U5,100,INBOUND,1000567349,100,2021-06-29T00:00:00,75,EA,31650,USD
A2Z873,100,INBOUND,1000567350,100,2021-07-15T00:00:00,44,EA,103356,USD
HKD3U5,100,INBOUND,1000567353,100,2021-07-15T00:00:00,18,EA,7596,USD
HKD3U6,100,INBOUND,1000567353,100,2021-07-15T00:00:00,26,EA,10972,USD
EEU2OZ,100,INBOUND,1000567356,100,2021-07-08T00:00:00,56,EA,6832,USD
W7LKE4,100,INBOUND,1000567363,100,2021-07-15T00:00:00,44,EA,8932,USD
LBM8DO,100,INBOUND,1000567365,100,2021-06-29T00:00:00,75,EA,3750,USD
JHPBS4,100,INBOUND,1000567367,100,2021-06-29T00:00:00,75,EA,375,USD
22Z873,100,INBOUND,1000567369,100,2021-06-29T00:00:00,75,EA,176175,USD
7GMW0P,100,INBOUND,1000567370,100,2021-07-08T00:00:00,56,EA,5320,USD
KKVIJA,100,INBOUND,1000567371,100,2021-06-16T00:00:00,124,EA,52328,USD
W7LKC4,100,INBOUND,1000567382,100,2021-06-29T00:00:00,75,EA,15225,USD
ONQWAR,100,INBOUND,1000567388,100,2021-06-16T00:00:00,512,EA,528384,USD
NTIP9U,100,INBOUND,1000567391,100,2021-07-08T00:00:00,56,EA,10640,USD
KMEZXK,100,INBOUND,1000567394,100,2021-06-29T00:00:00,75,EA,1425,USD
Z7XX5W,100,INBOUND,1000567402,100,2021-06-16T00:00:00,512,EA,232960,USD
X5L4SC,100,INBOUND,1000567403,100,2021-07-15T00:00:00,44,EA,18128,USD
DW5V57,100,INBOUND,1000567407,100,2021-06-16T00:00:00,512,EA,62464,USD
WHS04B,100,INBOUND,1000567409,100,2021-07-08T00:00:00,56,EA,57792,USD
JN6VI0,100,INBOUND,1000567411,100,2021-07-15T00:00:00,44,EA,132,USD
MRUPUF,100,INBOUND,1000567414,100,2021-06-29T00:00:00,75,EA,4125,USD
2ALW30,100,INBOUND,1000567418,100,2021-06-16T00:00:00,124,EA,56420,USD
6FAA2G,100,INBOUND,1000567420,100,2021-06-29T00:00:00,75,EA,9150,USD
GLABQ9,100,INBOUND,1000567421,100,2021-06-16T00:00:00,512,EA,57344,USD
MU410G,100,INBOUND,1000567422,100,2021-06-16T00:00:00,512,EA,1227776,USD
XV1YVC,100,INBOUND,1000567429,100,2021-07-15T00:00:00,44,EA,34056,USD
TEYYNK,100,INBOUND,1000567432,100,2021-06-29T00:00:00,75,EA,225,USD
X5DIN1,100,INBOUND,1000567434,100,2021-06-16T00:00:00,124,EA,6820,USD
LBM8RO,100,INBOUND,1000567435,100,2021-07-15T00:00:00,44,EA,2200,USD
O1CA0D,100,INBOUND,1000567437,100,2021-07-08T00:00:00,56,EA,6272,USD
8GZ85E,100,INBOUND,1000567443,100,2021-06-29T00:00:00,75,EA,62475,USD
8I3OIA,100,INBOUND,1000567446,100,2021-06-16T00:00:00,512,EA,1536,USD
TRDKRG,100,INBOUND,1000567448,100,2021-06-16T00:00:00,512,EA,28160,USD
8GZ81E,100,INBOUND,1000567450,100,2021-07-15T00:00:00,44,EA,36652,USD
RF5NOJ,100,INBOUND,1000567460,100,2021-07-15T00:00:00,44,EA,1056,USD
6FA52G,100,INBOUND,1000567462,100,2021-07-15T00:00:00,44,EA,5368,USD
EV9PPV,100,INBOUND,1000567463,100,2021-06-29T00:00:00,75,EA,8100,USD
7LMIBB,100,INBOUND,1000567467,100,2021-06-16T00:00:00,512,EA,12288,USD
00NYVK,100,INBOUND,1000567470,100,2021-07-08T00:00:00,56,EA,168,USD
0NCCWS,100,INBOUND,1000567471,100,2021-06-16T00:00:00,512,EA,604160,USD
JN3VI0,100,INBOUND,1000567474,100,2021-06-29T00:00:00,75,EA,225,USD
OUA7NN,100,INBOUND,1000567475,100,2021-06-29T00:00:00,75,EA,26250,USD
U9REQF,100,INBOUND,1000567479,100,2021-07-08T00:00:00,56,EA,19600,USD
FJMDL6,100,INBOUND,1000567482,100,2021-07-08T00:00:00,56,EA,1344,USD
YUJOYM,100,INBOUND,1000567486,100,2021-07-15T00:00:00,44,EA,56760,USD
Y15P9J,100,INBOUND,1000567494,100,2021-06-16T00:00:00,124,EA,43400,USD
TRYYNK,100,INBOUND,1000567497,100,2021-07-15T00:00:00,44,EA,132,USD
ANQWZY,100,INBOUND,1000567500,100,2021-07-08T00:00:00,56,EA,66080,USD
product.partNumber,location.locationIdentifier,startDate,duration,planParentType,planType,quantity,quantityUnits,planningCycle,source,sourceLink
CO-AM-S185,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-19,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-09-12,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S393,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-09-12,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-CO-M328,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-DL-A230,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-06,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-T316,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-RD-I380,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-R296,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-S282,LT-2,2021-08-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-08-17,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-08-27,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-07,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-16,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-09-26,1,PO_PLACED,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-AM-S185,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S185,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S185
CO-AM-S393,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-AM-S393,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-AM-S393
CO-CO-M328,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-CO-M328,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-CO-M328
CO-DL-A230,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-A230,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-A230
CO-DL-T316,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-DL-T316,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-DL-T316
CO-RD-I380,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-I380,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-I380
CO-RD-R296,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-R296,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-R296
CO-RD-S282,LT-2,2021-10-06,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-10-16,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-10-26,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-05,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-15,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
CO-RD-S282,LT-2,2021-11-25,1,PLAN,INBOUND,350,EA,,ERP,http://lighttree.com/CO-RD-S282
23000362,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/23000362
7900014,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900014
86000123,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/86000123
7900012,LT-1,2021-07-26,1,PO_PLACED,INBOUND,18,EA,,ERP,http://lighttree.com/7900012
7900012,LT-1,2021-07-26,1,PO_PLACED,INBOUND,26,EA,,ERP,http://lighttree.com/7900012
29000469,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/29000469
82500380,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/82500380
83600200,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/83600200
89820200,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/89820200
9665304,LT-1,2021-07-26,1,PO_PLACED,INBOUND,18,EA,,ERP,http://lighttree.com/9665304
9665304,LT-1,2021-07-26,1,PO_PLACED,INBOUND,26,EA,,ERP,http://lighttree.com/9665304
39000224,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/39000224
2510188,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/2510188
7900015,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900015
45000222,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/45000222
7900063,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/7900063
9664145,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9664145
9664144,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9664144
81028220,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/81028220
2530003,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/2530003
9665306,LT-1,2021-07-26,1,PO_PLACED,INBOUND,44,EA,,ERP,http://lighttree.com/9665306
23000362,LT-1,2021-07-21,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/23000362
39000221,LT-1,2021-07-25,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/39000221
9664144,LT-1,2021-07-18,1,PO_PLACED,INBOUND,56,EA,,ERP,http://lighttree.com/9664144
orderIdentifier,orderLineNumber,orderType,product.partNumber,shipFromInstructionLocation.locationIdentifier,shipToLocation.locationIdentifier,status,createdDate,requestedShipDate,requestedDeliveryDate,plannedShipDate,plannedDeliveryDate,quantity,quantityUnits,productValue,value,valueCurrency,shipmentCount
100044323,100,OUTBOUND,PS-SL-B122,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-31T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,250,EA,1250,312500,USD,
100044323,200,OUTBOUND,PS-SL-KIT,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-31T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,250,EA,0,0,USD,
100044323,300,OUTBOUND,PS-SL-INFO,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-31T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,250,EA,0,0,USD,
100044324,100,OUTBOUND,PS-SL-F343,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,132,EA,1250,165000,USD,
100044324,200,OUTBOUND,PS-SL-KIT,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,132,EA,0,0,USD,
100044324,300,OUTBOUND,PS-SL-INFO,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,2021-08-19T00:00:00,2021-08-22T00:00:00,132,EA,0,0,USD,
100044325,100,OUTBOUND,PS-SL-F342,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,44,EA,1250,55000,USD,
100044325,200,OUTBOUND,PS-SL-KIT,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,44,EA,0,0,USD,
100044325,300,OUTBOUND,PS-SL-INFO,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,44,EA,0,0,USD,
100044326,100,OUTBOUND,PS-SL-A288,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,1250,15000,USD,
100044326,200,OUTBOUND,PS-SL-KIT,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,0,0,USD,
100044326,300,OUTBOUND,PS-SL-INFO,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,0,0,USD,
100044327,100,OUTBOUND,PS-SL-A288,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,1250,15000,USD,
100044327,200,OUTBOUND,PS-SL-KIT,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,0,0,USD,
100044327,300,OUTBOUND,PS-SL-INFO,LT-2,COLA - Los Alamos,,2021-07-11T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,2021-08-02T00:00:00,2021-08-10T00:00:00,12,EA,0,0,USD,
100044328,100,OUTBOUND,PS-SL-H309,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,56,EA,1250,70000,USD,
100044328,200,OUTBOUND,PS-SL-KIT,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,56,EA,0,0,USD,
100044328,300,OUTBOUND,PS-SL-INFO,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,56,EA,0,0,USD,
100044329,100,OUTBOUND,PS-SL-H310,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,320,EA,1250,400000,USD,
100044329,200,OUTBOUND,PS-SL-KIT,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,320,EA,0,0,USD,
100044329,300,OUTBOUND,PS-SL-INFO,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,320,EA,0,0,USD,
100044330,100,OUTBOUND,PS-SL-F342,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,12,EA,1250,15000,USD,
100044330,200,OUTBOUND,PS-SL-KIT,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,12,EA,0,0,USD,
100044330,300,OUTBOUND,PS-SL-INFO,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,12,EA,0,0,USD,
100044331,100,OUTBOUND,PS-SL-F344,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-04T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,960,EA,1250,1200000,USD,
100044331,200,OUTBOUND,PS-SL-KIT,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-04T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,960,EA,0,0,USD,
100044331,300,OUTBOUND,PS-SL-INFO,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-04T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,960,EA,0,0,USD,
100044332,100,OUTBOUND,PS-SL-A123,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,56,EA,1250,70000,USD,
100044332,200,OUTBOUND,PS-SL-KIT,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,56,EA,0,0,USD,
100044332,300,OUTBOUND,PS-SL-INFO,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,56,EA,0,0,USD,
